temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,wet_bulb_temperature_2m,precipitation,rain,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,et0_fao_evapotranspiration,vapour_pressure_deficit,visibility,sunshine_duration,wind_speed_10m,wind_speed_80m,wind_speed_100m,wind_speed_120m,wind_speed_180m,wind_direction_10m,wind_direction_80m,wind_direction_100m,wind_direction_120m,wind_direction_180m,wind_gusts_10m,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,shortwave_radiation_instant,direct_radiation_instant,diffuse_radiation_instant,direct_normal_irradiance_instant,terrestrial_radiation,terrestrial_radiation_instant,boundary_layer_height,total_column_integrated_water_vapour,cape,freezing_level_height,lifted_index,convective_inhibition,uv_index,uv_index_clear_sky,is_day,global_tilted_irradiance,latitude,longitude,city,time,elevation,ndvi,ndwi,ndbi,savi,bsi,red,green,blue,nir,swir,albedo,cloud_cover_sat
10.7,86,8.4,9.4,9.2,0.0,0.0,0.0,0.0,0,1017.4,1002.6,0,0,0,0,0.0,0.18,,0.0,5.6,,6.4,,,40,,74,,,7.6,12.4,17.6,20.0,24.2,0.147,0.175,0.244,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.9,,,,,,,0,0.0,26.7829,80.9737,Lucknow,2000-01-01 01:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
10.7,86,8.5,9.5,9.2,0.0,0.0,0.0,0.0,0,1017.4,1003.8,0,0,0,0,0.0,0.18,,0.0,5.6,,6.4,,,40,,74,,,7.6,12.4,17.6,20.0,24.2,0.147,0.175,0.244,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.9,,,,,,,0,0.0,26.828,80.9737,Lucknow,2000-01-01 01:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
11.1,84,8.4,9.8,9.3,0.0,0.0,0.0,0.0,0,1017.4,1003.6,0,0,0,0,0.0,0.22,,0.0,5.6,,6.4,,,40,,74,,,7.6,12.3,17.5,19.9,24.1,0.144,0.174,0.243,0.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.9,,,,,,,0,0.0,26.873,80.9737,Lucknow,2000-01-01 01:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
9.6,89,7.9,8.2,8.5,0.0,0.0,0.0,0.0,0,1017.2,1002.3,0,0,0,0,0.0,0.13,,0.0,6.4,,6.6,,,27,,68,,,7.9,11.9,17.5,20.1,24.3,0.146,0.174,0.241,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.5,,,,,,,0,0.0,26.7829,80.8728,Lucknow,2000-01-01 02:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
9.5,89,7.8,8.1,8.3,0.0,0.0,0.0,0.0,0,1017.2,1003.2,0,0,0,0,0.0,0.13,,0.0,5.3,,5.6,,,28,,63,,,6.8,11.8,17.3,19.9,24.2,0.146,0.174,0.242,0.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.8,,,,,,,0,0.0,26.873,80.9233,Lucknow,2000-01-01 02:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
9.4,89,7.7,7.9,8.3,0.0,0.0,0.0,0.0,0,1017.2,1002.2,0,0,0,0,0.0,0.13,,0.0,6.4,,6.6,,,27,,68,,,7.9,11.8,17.3,19.9,24.1,0.146,0.174,0.242,0.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.5,,,,,,,0,0.0,26.873,80.8728,Lucknow,2000-01-01 02:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
9.6,89,7.9,8.3,8.5,0.0,0.0,0.0,0.0,0,1017.2,1002.0,0,0,0,0,0.0,0.13,,0.0,5.3,,5.6,,,28,,63,,,6.8,11.9,17.5,20.1,24.3,0.146,0.174,0.241,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.8,,,,,,,0,0.0,26.828,80.9233,Lucknow,2000-01-01 02:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
9.7,89,7.9,8.4,8.5,0.0,0.0,0.0,0.0,0,1017.2,1003.3,0,0,0,0,0.0,0.13,,0.0,5.3,,5.6,,,28,,63,,,6.8,11.8,17.3,19.9,24.1,0.144,0.174,0.243,0.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.8,,,,,,,0,0.0,26.873,80.9737,Lucknow,2000-01-01 02:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
9.9,88,8.1,8.6,8.7,0.0,0.0,0.0,0.0,0,1017.2,1003.6,0,0,0,0,0.0,0.14,,0.0,5.3,,5.6,,,28,,63,,,6.8,11.9,17.4,20.0,24.2,0.147,0.175,0.244,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.8,,,,,,,0,0.0,26.828,80.9737,Lucknow,2000-01-01 02:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
9.9,88,8.0,8.6,8.6,0.0,0.0,0.0,0.0,0,1017.2,1002.4,0,0,0,0,0.0,0.14,,0.0,5.3,,5.6,,,28,,63,,,6.8,11.9,17.3,20.0,24.2,0.147,0.175,0.244,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.8,,,,,,,0,0.0,26.7829,80.9737,Lucknow,2000-01-01 02:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
9.7,89,8.0,8.3,8.5,0.0,0.0,0.0,0.0,0,1017.2,1002.7,0,0,0,0,0.0,0.13,,0.0,5.3,,5.6,,,28,,63,,,6.8,12.0,17.5,20.1,24.3,0.146,0.174,0.241,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.8,,,,,,,0,0.0,26.7829,80.9233,Lucknow,2000-01-01 02:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
9.6,89,7.9,8.1,8.5,0.0,0.0,0.0,0.0,0,1017.2,1001.9,0,0,0,0,0.0,0.13,,0.0,6.4,,6.6,,,27,,68,,,7.9,11.9,17.5,20.1,24.3,0.146,0.174,0.241,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.5,,,,,,,0,0.0,26.828,80.8728,Lucknow,2000-01-01 02:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
8.7,92,7.4,7.1,7.8,0.0,0.0,0.0,0.0,0,1017.4,1003.5,0,0,0,0,0.0,0.09,,0.0,6.3,,5.8,,,31,,60,,,7.2,11.4,17.1,19.9,24.1,0.144,0.174,0.243,0.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.7,,,,,,,0,0.0,26.873,80.9737,Lucknow,2000-01-01 03:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
8.9,91,7.6,7.4,8.0,0.0,0.0,0.0,0.0,0,1017.4,1002.5,0,0,0,0,0.0,0.1,,0.0,6.3,,5.8,,,31,,60,,,7.2,11.5,17.1,20.0,24.2,0.147,0.175,0.244,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.7,,,,,,,0,0.0,26.7829,80.9737,Lucknow,2000-01-01 03:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
8.8,92,7.5,7.2,7.9,0.0,0.0,0.0,0.0,0,1017.4,1002.1,0,0,0,0,0.0,0.1,,0.0,6.3,,5.8,,,31,,60,,,7.2,11.5,17.2,20.1,24.3,0.146,0.174,0.241,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.7,,,,,,,0,0.0,26.828,80.9233,Lucknow,2000-01-01 03:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
8.8,92,7.5,7.2,7.9,0.0,0.0,0.0,0.0,0,1017.3,1002.4,0,0,0,0,0.0,0.1,,0.0,6.4,,6.6,,,27,,68,,,7.9,11.5,17.2,20.1,24.3,0.146,0.174,0.241,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.4,,,,,,,0,0.0,26.7829,80.8728,Lucknow,2000-01-01 03:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
8.8,92,7.5,7.2,7.9,0.0,0.0,0.0,0.0,0,1017.4,1002.9,0,0,0,0,0.0,0.1,,0.0,6.3,,5.8,,,31,,60,,,7.2,11.6,17.3,20.1,24.3,0.146,0.174,0.241,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.7,,,,,,,0,0.0,26.7829,80.9233,Lucknow,2000-01-01 03:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
8.8,92,7.5,7.2,7.9,0.0,0.0,0.0,0.0,0,1017.3,1001.9,0,0,0,0,0.0,0.1,,0.0,6.4,,6.6,,,27,,68,,,7.9,11.5,17.2,20.1,24.3,0.146,0.174,0.241,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.4,,,,,,,0,0.0,26.828,80.8728,Lucknow,2000-01-01 03:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
8.5,92,7.3,6.9,7.7,0.0,0.0,0.0,0.0,0,1017.4,1003.3,0,0,0,0,0.0,0.09,,0.0,6.3,,5.8,,,31,,60,,,7.2,11.4,17.1,19.9,24.1,0.146,0.174,0.242,0.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.7,,,,,,,0,0.0,26.873,80.9233,Lucknow,2000-01-01 03:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
8.5,92,7.3,6.8,7.6,0.0,0.0,0.0,0.0,0,1017.3,1002.3,0,0,0,0,0.0,0.09,,0.0,6.4,,6.6,,,27,,68,,,7.9,11.3,17.0,19.9,24.1,0.146,0.174,0.242,0.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.4,,,,,,,0,0.0,26.873,80.8728,Lucknow,2000-01-01 03:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
9.0,91,7.6,7.4,8.0,0.0,0.0,0.0,0.0,0,1017.4,1003.7,0,0,0,0,0.0,0.1,,0.0,6.3,,5.8,,,31,,60,,,7.2,11.5,17.2,20.0,24.2,0.147,0.175,0.244,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.7,,,,,,,0,0.0,26.828,80.9737,Lucknow,2000-01-01 03:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
8.3,93,7.2,6.6,7.5,0.0,0.0,0.0,0.0,0,1017.2,1002.3,0,0,0,0,0.0,0.08,,0.0,6.9,,6.1,,,28,,45,,,7.9,11.1,16.9,20.0,24.2,0.147,0.175,0.244,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.7,,,,,,,0,0.0,26.7829,80.9737,Lucknow,2000-01-01 04:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
7.9,93,6.9,6.2,7.2,0.0,0.0,0.0,0.0,0,1017.2,1002.1,0,0,0,0,0.0,0.07,,0.0,6.6,,6.7,,,22,,54,,,8.3,11.0,16.8,19.9,24.1,0.147,0.174,0.242,0.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.4,,,,,,,0,0.0,26.873,80.8728,Lucknow,2000-01-01 04:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
8.1,93,7.1,6.4,7.4,0.0,0.0,0.0,0.0,0,1017.2,1001.9,0,0,0,0,0.0,0.07,,0.0,6.9,,6.1,,,28,,45,,,7.9,11.1,17.0,20.0,24.3,0.146,0.174,0.241,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.7,,,,,,,0,0.0,26.828,80.9233,Lucknow,2000-01-01 04:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
8.0,93,7.0,6.2,7.2,0.0,0.0,0.0,0.0,0,1017.2,1003.1,0,0,0,0,0.0,0.07,,0.0,6.9,,6.1,,,28,,45,,,7.9,11.0,16.8,19.9,24.1,0.147,0.174,0.242,0.301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.7,,,,,,,0,0.0,26.873,80.9233,Lucknow,2000-01-01 04:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
8.4,93,7.3,6.7,7.6,0.0,0.0,0.0,0.0,0,1017.2,1003.5,0,0,0,0,0.0,0.08,,0.0,6.9,,6.1,,,28,,45,,,7.9,11.1,16.9,20.0,24.2,0.147,0.175,0.244,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.7,,,,,,,0,0.0,26.828,80.9737,Lucknow,2000-01-01 04:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
8.2,93,7.1,6.4,7.4,0.0,0.0,0.0,0.0,0,1017.2,1003.2,0,0,0,0,0.0,0.08,,0.0,6.9,,6.1,,,28,,45,,,7.9,11.0,16.8,19.9,24.1,0.144,0.174,0.243,0.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.7,,,,,,,0,0.0,26.873,80.9737,Lucknow,2000-01-01 04:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
8.1,93,7.1,6.4,7.4,0.0,0.0,0.0,0.0,0,1017.2,1001.8,0,0,0,0,0.0,0.07,,0.0,6.6,,6.7,,,22,,54,,,8.3,11.1,17.0,20.0,24.3,0.146,0.174,0.241,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.4,,,,,,,0,0.0,26.828,80.8728,Lucknow,2000-01-01 04:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
8.1,93,7.1,6.4,7.4,0.0,0.0,0.0,0.0,0,1017.2,1002.3,0,0,0,0,0.0,0.07,,0.0,6.6,,6.7,,,22,,54,,,8.3,11.1,17.0,20.0,24.3,0.146,0.174,0.241,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.4,,,,,,,0,0.0,26.7829,80.8728,Lucknow,2000-01-01 04:00:00,122.15817,0.16945969,-0.18876049,0.0044543645,0.12275492,0.023504397,0.19876745,0.1900109,0.1771824,0.27847558,0.28067952,0.18791366,0.00056
